nct_id,phase,therapeutic_area,enrollment,duration_months,sponsor_type,start_year,success,status
NCT46919127,Phase II,Other,23,27,Industry,2014,0,Completed-Failed
NCT90074928,Phase II,Other,369,115,Industry,2022,1,Completed-Success
NCT87688894,Phase I,Oncology,774,80,Industry,2006,0,Terminated
NCT41199893,Phase I,Cardiology,434,112,Academic,2008,1,Completed-Success
NCT15786265,Phase III,Other,4851,86,Academic,2019,0,Terminated
NCT66240283,Phase IV,Other,67,105,Industry,2008,0,Completed-Failed
NCT41299028,Phase I,Infectious Disease,623,18,Industry,2020,1,Completed-Success
NCT75170480,Phase III,Infectious Disease,126,76,NIH,2019,0,Completed-Failed
NCT39168464,Phase III,Oncology,943,21,Academic,2022,0,Terminated
NCT45966581,Phase III,Other,146,102,Academic,2011,1,Completed-Success
NCT82507733,Phase II,Oncology,82,50,Industry,2019,1,Completed-Success
NCT26405566,Phase II,Cardiology,1052,70,Industry,2015,0,Completed-Failed
NCT19427504,Phase II,Oncology,70,16,NIH,2012,1,Completed-Success
NCT88795078,Phase III,Oncology,17,75,Academic,2005,1,Completed-Success
NCT17022336,Phase III,Infectious Disease,68,25,Industry,2007,1,Completed-Success
NCT29655820,Phase I,Other,375,104,Academic,2009,1,Completed-Success
NCT98213938,Phase II,Oncology,1197,113,Academic,2022,0,Completed-Failed
NCT89594423,Phase IV,Cardiology,175,68,Industry,2016,1,Completed-Success
NCT34210749,Phase III,Oncology,1072,106,Industry,2016,0,Completed-Failed
NCT85761695,Phase IV,Oncology,19,110,Industry,2013,1,Completed-Success
NCT23691164,Phase III,Infectious Disease,76,95,Industry,2015,1,Completed-Success
NCT32761900,Phase II,Infectious Disease,96,17,Academic,2021,0,Withdrawn
NCT21707868,Phase III,Oncology,124,67,Industry,2020,1,Completed-Success
NCT24246173,Phase III,Oncology,168,99,Academic,2008,0,Terminated
NCT20055079,Phase I,Oncology,418,97,NIH,2014,1,Completed-Success
NCT23781009,Phase II,Oncology,76,96,Industry,2019,0,Completed-Failed
NCT64952704,Phase III,Other,182,47,Industry,2007,0,Terminated
NCT77812526,Phase I,Other,138,88,Academic,2009,1,Completed-Success
NCT23769205,Phase III,Oncology,37,74,Academic,2015,1,Completed-Success
NCT24013403,Phase III,Cardiology,125,63,Academic,2009,0,Terminated
NCT62991088,Phase IV,Other,119,10,Industry,2011,1,Completed-Success
NCT75954738,Phase I,Oncology,115,110,Industry,2010,0,Completed-Failed
NCT49648899,Phase II,Neurology,155,32,Academic,2017,0,Completed-Failed
NCT87462428,Phase III,Other,166,33,NIH,2006,0,Terminated
NCT65849014,Phase II,Oncology,77,31,Industry,2015,1,Completed-Success
NCT47003110,Phase III,Oncology,1001,96,NIH,2009,0,Completed-Failed
NCT23942402,Phase III,Other,25,54,Industry,2013,1,Completed-Success
NCT99097673,Phase I,Infectious Disease,50,111,NIH,2010,1,Completed-Success
NCT91602413,Phase II,Oncology,9604,26,Academic,2021,1,Completed-Success
NCT20669435,Phase II,Oncology,31,6,Industry,2012,1,Completed-Success
NCT93750880,Phase II,Infectious Disease,19,97,Academic,2011,1,Completed-Success
NCT53728950,Phase IV,Cardiology,446,117,Industry,2009,1,Completed-Success
NCT21484508,Phase III,Neurology,6,63,Industry,2019,0,Terminated
NCT17449607,Phase III,Other,104,84,Industry,2014,0,Completed-Failed
NCT97929144,Phase III,Oncology,3709,60,Industry,2020,1,Completed-Success
NCT23839094,Phase II,Infectious Disease,14,86,Industry,2013,0,Completed-Failed
NCT26701250,Phase IV,Infectious Disease,7,31,Academic,2011,1,Completed-Success
NCT62934615,Phase III,Infectious Disease,15,89,Academic,2015,0,Withdrawn
NCT46992982,Phase III,Oncology,571,30,Industry,2013,0,Completed-Failed
NCT77185082,Phase IV,Other,802,82,NIH,2021,1,Completed-Success
NCT33656190,Phase II,Neurology,68,38,Academic,2013,0,Terminated
NCT94656124,Phase III,Infectious Disease,413,94,NIH,2007,0,Completed-Failed
NCT15579079,Phase I,Cardiology,1194,77,Academic,2012,1,Completed-Success
NCT54489781,Phase II,Oncology,2166,74,Industry,2020,0,Completed-Failed
NCT90170222,Phase II,Infectious Disease,102,11,Industry,2011,0,Completed-Failed
NCT39822180,Phase IV,Cardiology,5,28,Academic,2011,1,Completed-Success
NCT63517362,Phase IV,Infectious Disease,43,35,Industry,2017,0,Completed-Failed
NCT93463150,Phase III,Other,78,83,Industry,2007,0,Completed-Failed
NCT18860935,Phase III,Cardiology,100,59,Industry,2016,1,Completed-Success
NCT34444321,Phase III,Infectious Disease,111,92,Industry,2012,0,Completed-Failed
NCT95808215,Phase IV,Neurology,794,16,Industry,2017,0,Terminated
NCT25105101,Phase II,Oncology,1003,36,Industry,2020,0,Terminated
NCT50576287,Phase II,Infectious Disease,114,11,Industry,2011,0,Completed-Failed
NCT61309687,Phase I,Oncology,771,16,Academic,2008,1,Completed-Success
NCT86106218,Phase III,Infectious Disease,253,82,Academic,2016,1,Completed-Success
NCT39677043,Phase III,Neurology,163,17,Industry,2021,0,Withdrawn
NCT60831524,Phase II,Infectious Disease,578,71,Industry,2005,0,Completed-Failed
NCT79071029,Phase I,Neurology,165,58,Industry,2021,1,Completed-Success
NCT85094484,Phase III,Cardiology,3250,104,Industry,2006,0,Completed-Failed
NCT10611213,Phase I,Oncology,17,41,Industry,2010,1,Completed-Success
NCT61100382,Phase III,Neurology,68,22,Industry,2016,0,Terminated
NCT59349430,Phase IV,Oncology,122,33,Academic,2015,1,Completed-Success
NCT65842822,Phase II,Oncology,286,97,Industry,2015,0,Completed-Failed
NCT45393865,Phase I,Infectious Disease,994,27,Industry,2022,0,Completed-Failed
NCT83678496,Phase III,Oncology,143,107,Industry,2012,0,Completed-Failed
NCT97558294,Phase III,Oncology,17,12,Academic,2011,0,Terminated
NCT28803796,Phase II,Cardiology,525,20,NIH,2018,1,Completed-Success
NCT16202258,Phase IV,Infectious Disease,460,101,Academic,2020,1,Completed-Success
NCT98225315,Phase I,Infectious Disease,8,16,Academic,2016,1,Completed-Success
NCT86989724,Phase II,Other,147,29,Industry,2013,1,Completed-Success
NCT75174203,Phase III,Cardiology,13,72,Industry,2020,0,Terminated
NCT80635601,Phase IV,Neurology,54,35,NIH,2020,1,Completed-Success
NCT85899393,Phase I,Oncology,38,75,Industry,2013,0,Completed-Failed
NCT28786176,Phase III,Cardiology,499,71,NIH,2017,1,Completed-Success
NCT31232430,Phase III,Neurology,176,66,Academic,2009,0,Completed-Failed
NCT50473321,Phase II,Cardiology,21,83,Academic,2014,0,Terminated
NCT64148094,Phase I,Cardiology,555,46,Industry,2011,1,Completed-Success
NCT30153729,Phase IV,Infectious Disease,17,87,Academic,2013,1,Completed-Success
NCT92932418,Phase I,Oncology,243,56,Industry,2018,1,Completed-Success
NCT22790902,Phase II,Infectious Disease,43,49,Industry,2019,0,Terminated
NCT87582731,Phase II,Infectious Disease,85,100,Industry,2017,1,Completed-Success
NCT87973011,Phase IV,Neurology,316,18,NIH,2014,0,Completed-Failed
NCT16193956,Phase III,Oncology,324,95,Industry,2018,0,Completed-Failed
NCT23579173,Phase III,Other,1102,113,Industry,2016,0,Completed-Failed
NCT99323229,Phase II,Other,131,17,Industry,2010,0,Completed-Failed
NCT91638280,Phase III,Oncology,235,87,Academic,2016,0,Terminated
NCT84380340,Phase III,Oncology,76,14,Academic,2017,0,Completed-Failed
NCT66761259,Phase III,Other,194,118,Academic,2012,1,Completed-Success
NCT13266402,Phase IV,Other,286,90,Industry,2020,1,Completed-Success
NCT57044083,Phase I,Infectious Disease,128,53,Industry,2006,0,Completed-Failed
NCT34899065,Phase III,Oncology,9,54,Academic,2011,0,Withdrawn
NCT68436437,Phase I,Infectious Disease,244,58,Industry,2016,1,Completed-Success
NCT74910615,Phase II,Cardiology,256,61,NIH,2011,0,Terminated
NCT97994960,Phase II,Oncology,53,45,Academic,2018,1,Completed-Success
NCT24072989,Phase II,Neurology,21,112,Industry,2013,1,Completed-Success
NCT90235127,Phase II,Oncology,1358,29,Industry,2022,1,Completed-Success
NCT81370810,Phase III,Oncology,310,103,Academic,2015,0,Terminated
NCT93976173,Phase II,Infectious Disease,105,77,Industry,2020,0,Completed-Failed
NCT19944790,Phase III,Infectious Disease,26,113,Industry,2015,0,Terminated
NCT89908991,Phase II,Oncology,43,38,Academic,2022,1,Completed-Success
NCT91447632,Phase I,Infectious Disease,1047,28,Industry,2015,0,Terminated
NCT78841329,Phase III,Oncology,182,82,Academic,2008,0,Completed-Failed
NCT63505232,Phase II,Oncology,64,59,Industry,2022,0,Withdrawn
NCT90218637,Phase II,Oncology,318,58,Academic,2017,1,Completed-Success
NCT54599847,Phase III,Other,43,54,Industry,2008,0,Withdrawn
NCT58730049,Phase II,Infectious Disease,1409,83,Industry,2014,0,Terminated
NCT46413676,Phase I,Infectious Disease,1129,83,NIH,2009,1,Completed-Success
NCT43877350,Phase II,Cardiology,73,85,Academic,2007,1,Completed-Success
NCT71658869,Phase IV,Other,57,54,Industry,2020,1,Completed-Success
NCT96131989,Phase III,Oncology,5,107,Industry,2012,0,Completed-Failed
NCT76374125,Phase III,Cardiology,16,65,Academic,2011,1,Completed-Success
NCT77225603,Phase III,Cardiology,19,108,Industry,2018,0,Completed-Failed
NCT41251097,Phase I,Cardiology,181,95,NIH,2019,1,Completed-Success
NCT76268268,Phase II,Oncology,90,95,NIH,2021,0,Completed-Failed
NCT25985249,Phase III,Cardiology,19,70,Academic,2005,0,Completed-Failed
NCT88987338,Phase I,Oncology,97,37,Industry,2010,1,Completed-Success
NCT53309893,Phase II,Cardiology,316,84,Industry,2019,0,Terminated
NCT44569361,Phase II,Neurology,327,26,Academic,2016,1,Completed-Success
NCT20971177,Phase II,Oncology,8,23,Industry,2006,0,Completed-Failed
NCT70200291,Phase IV,Neurology,122,99,Industry,2009,0,Withdrawn
NCT30080673,Phase I,Oncology,18,65,Industry,2013,1,Completed-Success
NCT84052985,Phase II,Neurology,573,18,Industry,2018,1,Completed-Success
NCT16238795,Phase I,Infectious Disease,481,29,Industry,2022,0,Completed-Failed
NCT91266262,Phase IV,Oncology,38,35,Industry,2012,1,Completed-Success
NCT65098996,Phase I,Oncology,47,7,Academic,2006,1,Completed-Success
NCT57226729,Phase II,Other,74,88,Industry,2013,1,Completed-Success
NCT74504149,Phase III,Oncology,5,116,Industry,2011,0,Completed-Failed
NCT61048404,Phase III,Oncology,245,113,Industry,2022,1,Completed-Success
NCT68771482,Phase II,Oncology,98,116,Academic,2020,0,Terminated
NCT80860062,Phase II,Cardiology,636,30,Industry,2009,0,Completed-Failed
NCT67701082,Phase II,Infectious Disease,28,55,Academic,2019,0,Withdrawn
NCT25732903,Phase II,Oncology,58,19,NIH,2009,1,Completed-Success
NCT13138145,Phase I,Oncology,15,11,Industry,2015,1,Completed-Success
NCT39063435,Phase II,Oncology,32,81,Industry,2018,1,Completed-Success
NCT44780908,Phase II,Oncology,25,89,Industry,2007,1,Completed-Success
NCT47738488,Phase II,Infectious Disease,661,92,NIH,2014,1,Completed-Success
NCT92125254,Phase III,Cardiology,52,35,Academic,2010,0,Withdrawn
NCT56361481,Phase IV,Oncology,178,35,NIH,2007,0,Completed-Failed
NCT45055276,Phase III,Infectious Disease,83,43,Industry,2006,0,Completed-Failed
NCT63775257,Phase I,Infectious Disease,22,63,NIH,2017,1,Completed-Success
NCT44954715,Phase I,Other,115,99,Industry,2022,0,Completed-Failed
NCT99813693,Phase IV,Other,364,46,Industry,2006,0,Terminated
NCT91250937,Phase II,Neurology,24,99,NIH,2019,1,Completed-Success
NCT77800621,Phase I,Oncology,499,62,NIH,2009,1,Completed-Success
NCT77499583,Phase III,Oncology,41,41,Industry,2019,0,Completed-Failed
NCT53470977,Phase III,Oncology,71,69,Industry,2021,0,Terminated
NCT53092987,Phase III,Oncology,328,118,Industry,2006,0,Completed-Failed
NCT92822506,Phase II,Infectious Disease,54,103,Industry,2022,0,Terminated
NCT97182130,Phase I,Neurology,157,21,Industry,2019,1,Completed-Success
NCT50381731,Phase IV,Neurology,92,93,NIH,2007,1,Completed-Success
NCT34694812,Phase II,Neurology,180,83,Academic,2009,1,Completed-Success
NCT71399188,Phase III,Infectious Disease,5,95,Academic,2015,1,Completed-Success
NCT41970599,Phase III,Cardiology,9,77,Academic,2013,1,Completed-Success
NCT61207679,Phase III,Oncology,373,19,Industry,2009,0,Terminated
NCT49787171,Phase II,Oncology,703,36,Academic,2005,0,Completed-Failed
NCT11270896,Phase II,Cardiology,37,71,Academic,2018,1,Completed-Success
NCT21952314,Phase III,Oncology,102,117,Industry,2009,0,Completed-Failed
NCT78168486,Phase IV,Infectious Disease,230,73,Academic,2012,1,Completed-Success
NCT81531239,Phase IV,Oncology,419,70,Industry,2018,1,Completed-Success
NCT26770274,Phase I,Cardiology,7,60,Academic,2020,1,Completed-Success
NCT60709813,Phase I,Neurology,39,89,NIH,2010,1,Completed-Success
NCT41354977,Phase IV,Oncology,90,83,Industry,2012,0,Completed-Failed
NCT41873646,Phase III,Neurology,426,45,Academic,2006,1,Completed-Success
NCT81240343,Phase IV,Oncology,6295,30,Industry,2013,1,Completed-Success
NCT52955157,Phase I,Infectious Disease,105,30,Academic,2009,1,Completed-Success
NCT69365444,Phase III,Cardiology,17,8,Industry,2009,1,Completed-Success
NCT74445751,Phase III,Cardiology,271,74,Industry,2008,0,Completed-Failed
NCT95518073,Phase III,Other,1076,107,Industry,2020,0,Completed-Failed
NCT46905710,Phase II,Oncology,174,31,Academic,2020,1,Completed-Success
NCT62673683,Phase I,Cardiology,38,45,Industry,2020,0,Completed-Failed
NCT34755666,Phase III,Cardiology,624,43,NIH,2011,1,Completed-Success
NCT15703394,Phase II,Other,401,43,Industry,2022,0,Withdrawn
NCT96654442,Phase II,Oncology,31,73,NIH,2005,0,Withdrawn
NCT21415376,Phase IV,Neurology,262,12,Academic,2007,0,Terminated
NCT86176890,Phase II,Cardiology,662,99,Industry,2012,0,Completed-Failed
NCT23283692,Phase III,Oncology,873,35,Industry,2005,1,Completed-Success
NCT99817241,Phase I,Infectious Disease,134,24,Academic,2011,1,Completed-Success
NCT33567809,Phase III,Oncology,86,108,Academic,2011,1,Completed-Success
NCT65182836,Phase IV,Cardiology,935,40,Academic,2012,1,Completed-Success
NCT12721864,Phase I,Other,24,109,Industry,2021,1,Completed-Success
NCT64278856,Phase I,Cardiology,286,38,Industry,2015,1,Completed-Success
NCT43458471,Phase II,Cardiology,19,38,NIH,2019,1,Completed-Success
NCT50539152,Phase I,Infectious Disease,733,83,Industry,2013,1,Completed-Success
NCT38104320,Phase III,Oncology,100,43,Industry,2021,0,Terminated
NCT84842172,Phase IV,Oncology,995,15,Industry,2015,0,Completed-Failed
NCT13875754,Phase II,Infectious Disease,310,62,Academic,2010,0,Completed-Failed
NCT29482215,Phase II,Oncology,23,33,Academic,2013,0,Completed-Failed
NCT67696034,Phase II,Oncology,1257,83,Industry,2022,0,Completed-Failed
NCT38356738,Phase III,Infectious Disease,1520,105,Industry,2006,1,Completed-Success
NCT75564145,Phase I,Oncology,557,43,Industry,2008,1,Completed-Success
NCT88021860,Phase III,Oncology,47,21,Industry,2022,0,Completed-Failed
NCT20047595,Phase III,Infectious Disease,93,26,Industry,2005,1,Completed-Success
NCT40908587,Phase III,Oncology,184,97,NIH,2015,0,Completed-Failed
NCT32564965,Phase I,Other,51,102,Industry,2007,1,Completed-Success
NCT50131083,Phase III,Neurology,1879,11,Industry,2012,0,Withdrawn
NCT83976082,Phase I,Cardiology,184,46,NIH,2009,0,Completed-Failed
NCT19004644,Phase I,Oncology,5,20,Industry,2009,1,Completed-Success
NCT57517690,Phase IV,Neurology,246,113,Academic,2015,0,Withdrawn
NCT60760636,Phase III,Neurology,88,8,Industry,2016,1,Completed-Success
NCT47639184,Phase I,Neurology,132,48,Industry,2013,1,Completed-Success
NCT64706505,Phase I,Oncology,85,52,NIH,2017,0,Completed-Failed
NCT23143608,Phase I,Cardiology,497,104,Academic,2007,1,Completed-Success
NCT46532022,Phase II,Neurology,795,19,Industry,2017,0,Completed-Failed
NCT55745469,Phase I,Cardiology,226,71,Academic,2015,1,Completed-Success
NCT98780367,Phase I,Cardiology,89,34,NIH,2015,0,Completed-Failed
NCT46045138,Phase II,Infectious Disease,139,9,Industry,2011,0,Terminated
NCT67874183,Phase III,Infectious Disease,152,31,Industry,2021,0,Completed-Failed
NCT69912158,Phase III,Oncology,44,17,NIH,2020,0,Completed-Failed
NCT48808656,Phase III,Cardiology,353,7,Industry,2018,0,Completed-Failed
NCT20880726,Phase I,Oncology,295,22,Academic,2005,1,Completed-Success
NCT32992356,Phase IV,Infectious Disease,1496,40,Academic,2015,1,Completed-Success
NCT30515189,Phase III,Oncology,975,15,Academic,2017,0,Completed-Failed
NCT62534223,Phase III,Infectious Disease,53,117,Industry,2005,0,Terminated
NCT33388869,Phase III,Oncology,507,91,Industry,2006,0,Completed-Failed
NCT60795719,Phase IV,Cardiology,35,110,Academic,2013,1,Completed-Success
NCT98798296,Phase II,Neurology,421,48,Industry,2017,1,Completed-Success
NCT20563214,Phase I,Oncology,68,26,Industry,2009,0,Completed-Failed
NCT34374842,Phase III,Oncology,31,20,Industry,2013,0,Withdrawn
NCT91252249,Phase III,Oncology,225,40,Industry,2017,0,Completed-Failed
NCT97384552,Phase III,Other,5,117,NIH,2009,1,Completed-Success
NCT38172140,Phase II,Infectious Disease,10,90,Industry,2019,1,Completed-Success
NCT68701337,Phase I,Infectious Disease,113,90,NIH,2011,1,Completed-Success
NCT45119150,Phase II,Oncology,167,90,Industry,2018,0,Terminated
NCT65471391,Phase IV,Cardiology,85,65,Academic,2020,1,Completed-Success
NCT87632265,Phase III,Neurology,13,49,Industry,2010,0,Terminated
NCT91597126,Phase II,Neurology,43,101,Academic,2006,0,Withdrawn
NCT33387092,Phase II,Cardiology,266,10,Academic,2020,1,Completed-Success
NCT29156053,Phase II,Oncology,355,108,Industry,2009,0,Completed-Failed
NCT49678201,Phase IV,Oncology,144,78,NIH,2008,1,Completed-Success
NCT11524102,Phase III,Oncology,841,23,Industry,2018,1,Completed-Success
NCT21579149,Phase III,Oncology,269,26,Academic,2010,1,Completed-Success
NCT52607220,Phase II,Oncology,48,77,NIH,2012,1,Completed-Success
NCT62715014,Phase III,Oncology,97,113,NIH,2007,1,Completed-Success
NCT79144712,Phase I,Infectious Disease,18,103,NIH,2008,1,Completed-Success
NCT31900146,Phase III,Other,126,79,Industry,2005,1,Completed-Success
NCT87937327,Phase II,Cardiology,786,56,Industry,2006,1,Completed-Success
NCT19913841,Phase II,Neurology,414,46,Industry,2017,0,Terminated
NCT76626362,Phase III,Cardiology,1215,29,Industry,2013,0,Completed-Failed
NCT39061846,Phase IV,Oncology,94,109,Academic,2016,1,Completed-Success
NCT70523996,Phase I,Neurology,1117,29,Industry,2014,0,Terminated
NCT33468625,Phase III,Oncology,111,101,Academic,2014,0,Completed-Failed
NCT88566365,Phase II,Cardiology,1349,102,Industry,2022,0,Completed-Failed
NCT13433382,Phase II,Oncology,143,43,Industry,2016,0,Withdrawn
NCT85779042,Phase I,Other,428,49,Academic,2020,1,Completed-Success
NCT38348817,Phase II,Oncology,1356,62,Industry,2010,0,Completed-Failed
NCT80503913,Phase II,Oncology,111,64,Academic,2014,0,Withdrawn
NCT93952230,Phase I,Other,205,118,Industry,2019,0,Withdrawn
NCT34728848,Phase II,Oncology,1025,39,Academic,2013,0,Completed-Failed
NCT20822814,Phase IV,Cardiology,121,80,Industry,2006,1,Completed-Success
NCT99967767,Phase I,Cardiology,20,100,Industry,2022,1,Completed-Success
NCT58356322,Phase III,Neurology,3694,87,Academic,2016,0,Completed-Failed
NCT62879148,Phase II,Other,73,28,NIH,2007,0,Completed-Failed
NCT72076001,Phase III,Other,188,91,Industry,2011,0,Withdrawn
NCT52942594,Phase II,Oncology,840,48,Industry,2013,0,Completed-Failed
NCT47747492,Phase I,Neurology,59,87,Industry,2012,1,Completed-Success
NCT25170521,Phase I,Cardiology,32,45,Industry,2010,1,Completed-Success
NCT35841846,Phase I,Cardiology,217,52,Academic,2005,1,Completed-Success
NCT22267883,Phase I,Oncology,10,46,Academic,2018,1,Completed-Success
NCT52639398,Phase III,Cardiology,96,52,Industry,2020,0,Terminated
NCT21984398,Phase IV,Other,214,108,Industry,2020,1,Completed-Success
NCT45396080,Phase III,Other,98,25,Academic,2008,1,Completed-Success
NCT40715395,Phase III,Infectious Disease,14,82,Industry,2010,1,Completed-Success
NCT50686940,Phase I,Oncology,1621,114,Academic,2019,1,Completed-Success
NCT33215061,Phase II,Infectious Disease,173,70,Industry,2012,0,Terminated
NCT36854296,Phase II,Neurology,1269,73,Academic,2005,1,Completed-Success
NCT92058636,Phase I,Cardiology,100,29,Industry,2017,1,Completed-Success
NCT13828433,Phase II,Infectious Disease,39,105,Academic,2022,1,Completed-Success
NCT96621344,Phase II,Oncology,222,41,Industry,2022,1,Completed-Success
NCT57149071,Phase II,Infectious Disease,107,50,Industry,2017,1,Completed-Success
NCT98334828,Phase II,Infectious Disease,25,7,Academic,2018,1,Completed-Success
NCT17152747,Phase III,Other,1345,33,Industry,2015,1,Completed-Success
NCT71029245,Phase III,Cardiology,58,31,Industry,2011,0,Withdrawn
NCT58344513,Phase II,Oncology,9,28,Industry,2022,1,Completed-Success
NCT11020154,Phase IV,Infectious Disease,1088,84,Industry,2008,0,Terminated
NCT48499601,Phase IV,Oncology,69,41,NIH,2021,1,Completed-Success
NCT16733215,Phase II,Other,59,96,Academic,2018,0,Terminated
NCT85304674,Phase II,Infectious Disease,10,11,Industry,2014,0,Completed-Failed
NCT42339834,Phase II,Infectious Disease,2021,40,Academic,2010,1,Completed-Success
NCT50739629,Phase IV,Infectious Disease,21,108,Industry,2022,1,Completed-Success
NCT39900787,Phase IV,Cardiology,162,43,NIH,2008,1,Completed-Success
NCT83823165,Phase I,Cardiology,583,40,Industry,2015,0,Completed-Failed
NCT37259197,Phase II,Cardiology,279,105,Academic,2017,1,Completed-Success
NCT57784180,Phase III,Oncology,135,79,Industry,2012,1,Completed-Success
NCT57379179,Phase II,Oncology,11,99,Industry,2014,1,Completed-Success
NCT20760888,Phase I,Oncology,44,58,Industry,2015,1,Completed-Success
NCT88414095,Phase IV,Cardiology,196,110,Industry,2007,0,Completed-Failed
NCT75856750,Phase III,Oncology,45,43,Academic,2019,0,Withdrawn
NCT88483721,Phase III,Cardiology,201,98,Industry,2012,0,Terminated
NCT59464216,Phase IV,Neurology,412,64,NIH,2022,1,Completed-Success
NCT74884070,Phase III,Other,628,48,Industry,2005,0,Terminated
NCT90884100,Phase II,Infectious Disease,23,108,Academic,2012,0,Terminated
NCT68075712,Phase III,Infectious Disease,4003,119,NIH,2007,0,Completed-Failed
NCT96015965,Phase I,Oncology,469,9,Academic,2005,1,Completed-Success
NCT24372528,Phase III,Cardiology,148,10,NIH,2020,1,Completed-Success
NCT81829506,Phase I,Neurology,760,73,Academic,2013,1,Completed-Success
NCT56695565,Phase III,Oncology,5157,105,Industry,2021,0,Completed-Failed
NCT77658103,Phase I,Infectious Disease,17,50,Academic,2020,0,Completed-Failed
NCT35722525,Phase I,Neurology,105,85,Industry,2010,0,Completed-Failed
NCT48963185,Phase I,Other,5,30,Industry,2011,0,Terminated
NCT74674115,Phase I,Oncology,198,83,Industry,2020,1,Completed-Success
NCT73813565,Phase III,Cardiology,256,16,Academic,2012,1,Completed-Success
NCT56571160,Phase III,Oncology,139,34,Industry,2014,0,Completed-Failed
NCT86767936,Phase II,Oncology,55,39,Industry,2018,1,Completed-Success
NCT27562548,Phase I,Other,6,91,Industry,2015,1,Completed-Success
NCT91485805,Phase I,Neurology,259,19,NIH,2006,1,Completed-Success
NCT69488206,Phase I,Neurology,1317,29,Industry,2016,1,Completed-Success
NCT77506574,Phase I,Oncology,61,64,Industry,2017,1,Completed-Success
NCT50057648,Phase IV,Neurology,287,44,Industry,2019,1,Completed-Success
NCT81425912,Phase I,Infectious Disease,14,31,NIH,2016,0,Terminated
NCT91242298,Phase II,Oncology,294,48,NIH,2017,1,Completed-Success
NCT63520377,Phase I,Infectious Disease,82,41,Academic,2012,1,Completed-Success
NCT81894820,Phase I,Oncology,47,44,NIH,2020,1,Completed-Success
NCT31882940,Phase II,Neurology,47,66,Industry,2007,0,Terminated
NCT48580196,Phase III,Cardiology,82,21,NIH,2017,1,Completed-Success
NCT58665285,Phase I,Oncology,263,107,Industry,2016,1,Completed-Success
NCT68327846,Phase I,Oncology,20,64,Industry,2006,1,Completed-Success
NCT27687991,Phase II,Oncology,81,101,Industry,2005,0,Completed-Failed
NCT49509310,Phase I,Oncology,139,11,Academic,2012,1,Completed-Success
NCT41061293,Phase I,Cardiology,28,103,Academic,2013,1,Completed-Success
NCT40272855,Phase IV,Neurology,2197,61,Industry,2012,1,Completed-Success
NCT94445004,Phase III,Oncology,41,13,NIH,2021,1,Completed-Success
NCT97767265,Phase III,Oncology,54,99,Industry,2013,0,Completed-Failed
NCT56316696,Phase II,Cardiology,34,32,Industry,2010,1,Completed-Success
NCT20679043,Phase II,Neurology,2203,76,Industry,2019,0,Completed-Failed
NCT65498298,Phase II,Oncology,340,32,Academic,2017,0,Completed-Failed
NCT32470291,Phase III,Oncology,36,94,Academic,2016,1,Completed-Success
NCT60763061,Phase III,Cardiology,780,51,Industry,2017,1,Completed-Success
NCT70072820,Phase I,Oncology,200,46,Academic,2011,1,Completed-Success
NCT87921522,Phase II,Oncology,218,84,Industry,2022,0,Terminated
NCT64496748,Phase II,Neurology,88,30,Academic,2018,0,Completed-Failed
NCT61195209,Phase IV,Cardiology,48,91,NIH,2015,1,Completed-Success
NCT77411050,Phase III,Cardiology,246,23,Industry,2018,0,Terminated
NCT97093473,Phase II,Neurology,65,17,NIH,2021,1,Completed-Success
NCT49043896,Phase I,Cardiology,2264,92,Academic,2006,1,Completed-Success
NCT17456985,Phase III,Oncology,22,56,Industry,2020,0,Terminated
NCT33544744,Phase I,Infectious Disease,1486,114,NIH,2014,0,Completed-Failed
NCT94912633,Phase II,Oncology,125,44,Industry,2012,0,Terminated
NCT68865527,Phase I,Oncology,232,94,Industry,2009,0,Terminated
NCT37381509,Phase III,Cardiology,517,15,Industry,2011,0,Terminated
NCT93836420,Phase I,Neurology,57,99,Industry,2017,0,Completed-Failed
NCT30521013,Phase II,Other,542,79,Academic,2020,0,Completed-Failed
NCT11514542,Phase IV,Cardiology,5,103,Academic,2009,1,Completed-Success
NCT47735088,Phase I,Oncology,50,115,NIH,2020,1,Completed-Success
NCT88427656,Phase II,Oncology,37,82,Industry,2019,0,Completed-Failed
NCT25135763,Phase II,Neurology,22,59,Industry,2013,0,Completed-Failed
NCT85785788,Phase I,Cardiology,107,34,Industry,2016,0,Terminated
NCT53951994,Phase III,Cardiology,264,107,Industry,2012,1,Completed-Success
NCT75489314,Phase I,Neurology,425,46,NIH,2017,0,Terminated
NCT45383985,Phase II,Cardiology,213,114,Academic,2009,0,Withdrawn
NCT46595773,Phase III,Neurology,54,14,Industry,2018,1,Completed-Success
NCT24315679,Phase III,Oncology,258,68,NIH,2020,1,Completed-Success
NCT34440805,Phase III,Neurology,178,82,Academic,2015,0,Completed-Failed
NCT31765239,Phase II,Neurology,604,42,Industry,2016,1,Completed-Success
NCT34586222,Phase I,Oncology,475,19,Academic,2019,1,Completed-Success
NCT25527000,Phase III,Cardiology,155,106,Industry,2016,0,Completed-Failed
NCT95561923,Phase II,Oncology,38,78,Industry,2013,0,Terminated
NCT85532173,Phase III,Other,55,77,Industry,2005,1,Completed-Success
NCT80337892,Phase III,Oncology,65,44,Industry,2007,0,Completed-Failed
NCT95607690,Phase III,Cardiology,92,45,Industry,2016,0,Completed-Failed
NCT20569320,Phase II,Oncology,221,59,Industry,2017,0,Completed-Failed
